accs,plane,car,bird,cat,deer,dog,frog,horse,ship,truck,epochs_trained
0.3867,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,10
0.4448,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,20
0.4733,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,30
0.5251,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,40
0.5279,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,50
0.5349,1861.0,1467.0,981.0,224.0,1107.0,1358.0,745.0,812.0,2487.0,2371.0,60
0.3051,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,10
0.3827,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,20
0.4042,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,30
0.4259,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,40
0.4473,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,50
0.4426,1355.0,2185.0,2245.0,514.0,194.0,1968.0,23.0,1706.0,1358.0,648.0,60
0.3265,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,10
0.4178,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,20
0.4557,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,30
0.4926,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,40
0.5219,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,50
0.519,835.0,1084.0,1009.0,1998.0,33.0,973.0,877.0,2032.0,1849.0,2053.0,60
0.3586,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,10
0.4298,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,20
0.4688,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,30
0.5027,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,40
0.5112,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,50
0.5233,2245.0,2198.0,1499.0,983.0,1360.0,2201.0,1722.0,1665.0,1199.0,181.0,60
0.2763,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,10
0.3896,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,20
0.4319,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,30
0.4632,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,40
0.484,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,50
0.489,486.0,1619.0,2267.0,867.0,474.0,744.0,976.0,1080.0,2156.0,601.0,60
0.3148,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,10
0.368,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,20
0.4255,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,30
0.4741,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,40
0.495,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,50
0.4849,1920.0,2278.0,2170.0,2301.0,2279.0,2219.0,467.0,979.0,443.0,268.0,60
0.3223,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,10
0.4242,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,20
0.4614,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,30
0.4995,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,40
0.5224,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,50
0.5456,1523.0,1608.0,709.0,974.0,2415.0,963.0,2188.0,486.0,1343.0,1450.0,60
0.2545,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,10
0.3431,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,20
0.3802,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,30
0.4077,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,40
0.4244,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,50
0.4338,52.0,1092.0,1105.0,2470.0,1956.0,1177.0,1587.0,49.0,510.0,1099.0,60
0.354,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,10
0.4283,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,20
0.4738,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,30
0.5009,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,40
0.5181,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,50
0.5234,225.0,2460.0,838.0,1411.0,2089.0,2231.0,2257.0,2348.0,421.0,1697.0,60
0.3088,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,10
0.4057,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,20
0.4317,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,30
0.4528,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,40
0.4769,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,50
0.4787,1361.0,808.0,171.0,3.0,1389.0,16.0,1995.0,2072.0,2341.0,1603.0,60
0.2803,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,10
0.3595,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,20
0.3951,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,30
0.4325,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,40
0.4383,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,50
0.4899,204.0,362.0,1369.0,158.0,2153.0,751.0,2317.0,847.0,1870.0,1302.0,60
0.3246,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,10
0.4054,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,20
0.4409,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,30
0.4735,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,40
0.4823,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,50
0.493,152.0,1696.0,1442.0,457.0,639.0,1371.0,1855.0,2040.0,643.0,1649.0,60
0.2368,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,10
0.296,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,20
0.3326,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,30
0.3356,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,40
0.3783,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,50
0.3961,119.0,605.0,419.0,1867.0,2277.0,1394.0,17.0,1742.0,88.0,2036.0,60
0.2716,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,10
0.3634,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,20
0.3837,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,30
0.3891,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,40
0.4362,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,50
0.4594,1779.0,2089.0,189.0,721.0,176.0,941.0,160.0,2012.0,819.0,2333.0,60
0.2779,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,10
0.3619,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,20
0.4121,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,30
0.4266,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,40
0.4531,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,50
0.4566,2081.0,571.0,2369.0,649.0,353.0,2155.0,716.0,2497.0,59.0,928.0,60
0.3075,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,10
0.3899,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,20
0.422,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,30
0.4512,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,40
0.4711,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,50
0.4638,1330.0,16.0,1567.0,1383.0,2494.0,1499.0,1104.0,622.0,2083.0,737.0,60
0.2037,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,10
0.3156,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,20
0.3448,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,30
0.3971,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,40
0.3928,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,50
0.4206,2491.0,1068.0,1146.0,1931.0,973.0,106.0,83.0,276.0,1178.0,317.0,60
0.3112,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,10
0.3595,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,20
0.4217,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,30
0.4416,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,40
0.4612,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,50
0.4805,313.0,581.0,2239.0,438.0,458.0,1025.0,1888.0,1576.0,1876.0,2320.0,60
0.2331,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,10
0.2984,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,20
0.3203,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,30
0.3634,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,40
0.38,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,50
0.3779,246.0,1446.0,1908.0,2421.0,482.0,2390.0,194.0,500.0,969.0,6.0,60
0.2733,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,10
0.4207,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,20
0.4722,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,30
0.4993,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,40
0.5111,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,50
0.4983,2352.0,673.0,2312.0,1116.0,1396.0,1852.0,371.0,1921.0,1527.0,961.0,60
0.2752,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,10
0.3889,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,20
0.4271,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,30
0.4637,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,40
0.4765,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,50
0.4987,897.0,759.0,488.0,523.0,1111.0,529.0,1557.0,1793.0,1082.0,1462.0,60
0.3241,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,10
0.3718,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,20
0.4218,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,30
0.4614,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,40
0.4826,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,50
0.4935,1646.0,1908.0,1430.0,769.0,2014.0,44.0,1888.0,139.0,1459.0,1091.0,60
0.2447,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,10
0.3315,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,20
0.3734,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,30
0.4164,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,40
0.4329,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,50
0.4363,521.0,827.0,417.0,1402.0,393.0,392.0,216.0,2933.0,1526.0,1440.0,60
0.3207,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,10
0.4162,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,20
0.4573,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,30
0.4852,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,40
0.5137,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,50
0.5111,435.0,2465.0,443.0,781.0,2168.0,1682.0,601.0,2156.0,2003.0,1614.0,60
0.2852,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,10
0.3806,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,20
0.4347,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,30
0.4511,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,40
0.4771,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,50
0.4759,1836.0,2816.0,2415.0,1155.0,2325.0,2684.0,571.0,1027.0,37.0,1045.0,60
0.2055,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,10
0.311,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,20
0.3651,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,30
0.383,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,40
0.4295,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,50
0.4411,483.0,1842.0,435.0,2353.0,124.0,2114.0,529.0,391.0,386.0,1633.0,60
0.275,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,10
0.3742,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,20
0.4353,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,30
0.4595,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,40
0.4549,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,50
0.4766,2964.0,866.0,799.0,1336.0,78.0,102.0,1613.0,1284.0,1029.0,575.0,60
0.3088,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,10
0.3904,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,20
0.4397,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,30
0.4659,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,40
0.4976,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,50
0.4999,1676.0,1633.0,578.0,1452.0,2779.0,530.0,536.0,271.0,2979.0,1867.0,60
0.3192,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,10
0.4157,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,20
0.4615,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,30
0.5046,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,40
0.5104,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,50
0.5196,2783.0,2089.0,1599.0,2177.0,2554.0,1409.0,661.0,1311.0,1736.0,257.0,60
0.4057,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,10
0.4722,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,20
0.5208,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,30
0.551,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,40
0.5512,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,50
0.5549,1281.0,2866.0,2769.0,2534.0,2111.0,1975.0,2239.0,333.0,2954.0,2611.0,60
0.2167,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,10
0.4003,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,20
0.4522,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,30
0.4708,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,40
0.4803,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,50
0.5136,2728.0,726.0,2861.0,927.0,2270.0,1067.0,1817.0,1226.0,795.0,86.0,60
0.3524,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,10
0.4245,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,20
0.4713,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,30
0.4933,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,40
0.5114,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,50
0.535,1619.0,407.0,2164.0,1599.0,1099.0,41.0,2797.0,1859.0,2835.0,2439.0,60
0.3835,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,10
0.4656,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,20
0.4754,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,30
0.5133,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,40
0.5367,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,50
0.541,1973.0,1376.0,20.0,2785.0,830.0,1635.0,2161.0,1112.0,2368.0,1665.0,60
0.3308,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,10
0.3701,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,20
0.4467,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,30
0.4829,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,40
0.5,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,50
0.5195,1175.0,247.0,1925.0,1190.0,246.0,899.0,2247.0,1721.0,1466.0,2341.0,60
0.2915,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,10
0.404,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,20
0.4637,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,30
0.5203,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,40
0.5288,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,50
0.5423,848.0,1100.0,2649.0,2462.0,2235.0,782.0,788.0,753.0,2974.0,2149.0,60
0.3794,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,10
0.4463,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,20
0.467,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,30
0.4859,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,40
0.4942,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,50
0.515,2291.0,2148.0,2018.0,808.0,400.0,2667.0,2943.0,2713.0,265.0,1763.0,60
0.3671,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,10
0.4449,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,20
0.4758,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,30
0.497,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,40
0.492,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,50
0.519,1209.0,2267.0,2296.0,1240.0,1769.0,2084.0,2467.0,845.0,1578.0,93.0,60
0.3719,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,10
0.446,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,20
0.4714,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,30
0.5104,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,40
0.5289,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,50
0.5371,2841.0,2172.0,2788.0,261.0,1779.0,1320.0,1700.0,196.0,2151.0,1603.0,60
0.3454,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,10
0.4088,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,20
0.4462,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,30
0.4683,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,40
0.4824,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,50
0.4967,31.0,2086.0,858.0,42.0,558.0,2148.0,2678.0,2213.0,2781.0,2434.0,60
0.3035,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,10
0.3855,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,20
0.4482,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,30
0.4712,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,40
0.502,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,50
0.4994,473.0,2838.0,1852.0,24.0,919.0,363.0,2233.0,1257.0,2159.0,1411.0,60
0.3305,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,10
0.4238,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,20
0.4663,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,30
0.4945,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,40
0.5256,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,50
0.5302,1825.0,1781.0,1171.0,331.0,2663.0,1921.0,916.0,1115.0,869.0,1215.0,60
0.2565,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,10
0.356,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,20
0.3912,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,30
0.409,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,40
0.4445,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,50
0.4472,626.0,866.0,2603.0,1414.0,2882.0,1438.0,1418.0,132.0,2325.0,76.0,60
0.2682,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,10
0.3868,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,20
0.4148,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,30
0.4575,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,40
0.496,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,50
0.5063,320.0,878.0,2557.0,1855.0,2602.0,830.0,2136.0,664.0,2145.0,574.0,60
0.3398,1798.0,855.0,5.0,145.0,1027.0,1268.0,1522.0,2818.0,2141.0,2929.0,10
0.4221,1798.0,855.0,5.0,145.0,1027.0,1268.0,1522.0,2818.0,2141.0,2929.0,20
0.4705,1798.0,855.0,5.0,145.0,1027.0,1268.0,1522.0,2818.0,2141.0,2929.0,30
0.4864,1798.0,855.0,5.0,145.0,1027.0,1268.0,1522.0,2818.0,2141.0,2929.0,40
0.5104,1798.0,855.0,5.0,145.0,1027.0,1268.0,1522.0,2818.0,2141.0,2929.0,50
